Farmer_ID,Farmer_Name,State,District,Crop_Name,Season,Area_Cultivated_Acres,Expected_Yield_Tonnes,Actual_Yield_Tonnes,Market_Price_per_Tonne,Local_Market_Demand_Tonnes,State_Market_Demand_Tonnes,National_Demand_Tonnes,Soil_Type,Water_Usage_Liters_per_Acre,Fertilizer_Usage_kg_per_Acre,Sustainability_Score,Weather_Condition,Predicted_Demand_for_Next_Season_Tonnes,Overproduction_Risk,Date_Recorded
F00780,Rajesh Verma,Assam,Karimganj,Groundnut,Kharif,5.86,7.32,7.76,41784,717.4,11776.93,15233.53,Clay,5389.83,91.27,61,Normal,667.76,Low,2024-08-27
F00781,Ramesh Joshi,Assam,Karimganj,Groundnut,Summer,10.94,18.04,20.26,48879,1139.89,12985.5,17302.81,Black,7528.41,88.22,82,Drought,1095.5,Medium,2024-04-27
F00782,Swati Singh,Assam,Karimganj,Wheat,Summer,10.13,33.44,37.73,19562,541.17,12053.41,13199.09,Clay,3296.23,36.48,47,Drought,586.21,Low,2024-10-19
F00783,Divya Patil,Assam,Karimganj,Wheat,Kharif,9.41,38.03,36.23,20086,423.23,11757.38,8274.88,Clay,3794.62,68.56,78,Drought,414.85,Medium,2024-10-08
F00784,Amit Nair,Assam,Karimganj,Mango,Rabi,10.42,84.21,94.11,52501,1072.86,12329.01,21587.37,Black,3128.91,42.73,62,Drought,1159.62,Medium,2024-01-01
F00785,Deepak Nair,Assam,Karimganj,Banana,Rabi,4.92,111.7,98.0,12581,1233.59,12414.26,27727.54,Laterite,2681.93,58.39,92,Drought,1302.47,Low,2025-01-14
F00786,Vikram Gowda,Assam,Kokrajhar,Mango,Summer,7.94,153.78,165.41,69958,1178.29,12752.54,22728.84,Clay,6378.16,77.21,96,Heavy Rainfall,1100.69,Low,2024-10-17
F00787,Naveen Das,Assam,Kokrajhar,Tea,Kharif,13.77,31.53,27.07,97450,502.09,11418.24,6253.33,Sandy,6083.87,113.05,92,Normal,514.57,Low,2024-01-12
F00788,Suresh Yadav,Assam,Kokrajhar,Wheat,Kharif,6.06,24.33,26.12,21249,1295.12,11513.59,21171.59,Laterite,2443.09,85.84,77,Heavy Rainfall,1229.48,Medium,2024-07-20
F00789,Amit Bhatt,Assam,Kokrajhar,Banana,Rabi,4.48,116.81,107.77,12193,1365.16,11435.7,31790.45,Red,2705.3,84.83,52,Heavy Rainfall,1275.75,High,2024-12-08
F00790,Pooja Reddy,Assam,Kokrajhar,Wheat,Rabi,9.5,28.33,28.04,19678,820.95,11698.64,19900.62,Clay,3952.69,71.39,95,Normal,951.85,Low,2024-02-15
F00791,Deepak Bhatt,Assam,Kokrajhar,Mango,Rabi,1.15,13.31,15.29,72796,570.99,11844.0,12528.23,Laterite,7181.46,38.84,76,Normal,674.42,High,2025-03-10
F00792,Rahul Gowda,Assam,Kokrajhar,Sugarcane,Summer,3.17,218.19,220.19,4841,1394.95,12442.94,26848.92,Alluvial,4722.03,74.95,70,Drought,1527.08,Medium,2025-08-20
F00793,Aarti Naik,Assam,Kokrajhar,Mango,Kharif,6.67,129.14,147.35,43984,920.42,12001.23,14832.3,Black,3504.34,92.38,76,Dry,1084.84,Low,2024-10-28
F00794,Naveen Reddy,Assam,Kokrajhar,Rice,Rabi,14.81,68.61,65.92,21275,1161.55,10875.92,24469.64,Clay,5123.86,102.89,59,Heavy Rainfall,1289.45,High,2024-09-11
F00795,Rahul Kaur,Assam,Kokrajhar,Mango,Rabi,13.8,272.71,250.2,47009,700.8,12295.91,12841.8,Laterite,7779.97,52.07,87,Heavy Rainfall,760.86,High,2024-04-21
F00796,Ramesh Joshi,Assam,Kokrajhar,Mango,Summer,10.85,181.35,206.42,69443,583.39,11875.83,8295.89,Sandy,4193.62,92.79,85,Heavy Rainfall,530.55,Low,2024-12-30
F00797,Mahesh Kumar,Assam,Kokrajhar,Banana,Kharif,5.06,155.76,136.02,12399,105.43,11711.27,2475.94,Clay,2186.4,39.29,91,Dry,109.84,High,2024-11-02
F00798,Pooja Nair,Assam,Kokrajhar,Sugarcane,Summer,2.52,155.49,141.3,3708,635.1,12524.23,7131.81,Black,2736.95,85.65,92,Normal,599.09,Medium,2024-10-05
F00799,Arun Joshi,Assam,Kokrajhar,Maize,Summer,8.33,17.39,17.0,15688,595.6,11504.49,12225.73,Laterite,3143.89,53.76,46,Flood,570.45,Medium,2025-03-10
F00800,Vikram Verma,Assam,Kokrajhar,Maize,Summer,14.36,40.61,46.6,17849,1430.82,11614.87,16150.37,Black,2528.36,109.48,57,Flood,1501.18,Medium,2024-04-15
F00801,Rajesh Nair,Assam,Lakhimpur,Sugarcane,Rabi,3.56,286.62,294.01,4947,484.56,12240.57,9005.02,Alluvial,3962.11,80.71,68,Flood,578.58,Medium,2025-04-24
F00802,Pooja Singh,Assam,Lakhimpur,Mango,Rabi,6.93,98.38,93.26,43389,648.83,12166.18,13627.46,Sandy,4980.12,52.12,74,Dry,710.73,High,2024-06-29
F00803,Praveen Sharma,Assam,Lakhimpur,Rice,Summer,9.26,31.18,33.48,19887,807.09,10851.71,10262.02,Clay,6138.97,68.15,61,Flood,947.02,Medium,2024-01-17
F00804,Mahesh Khan,Assam,Lakhimpur,Rice,Kharif,7.1,33.77,38.64,21636,308.49,10890.18,3218.41,Clay,4571.21,55.59,66,Flood,338.06,Medium,2024-08-03
F00805,Praveen Naik,Assam,Lakhimpur,Mango,Summer,5.46,58.0,59.25,67411,210.79,12358.13,3101.53,Red,2558.47,57.84,61,Normal,222.31,Low,2025-02-23
F00806,Swati Chaudhary,Assam,Lakhimpur,Mango,Kharif,11.9,145.91,155.59,62352,433.88,12276.18,6524.79,Alluvial,6725.06,82.29,68,Flood,470.88,High,2024-01-16
F00807,Ramesh Yadav,Assam,Lakhimpur,Mango,Kharif,1.17,15.29,17.55,48875,1071.13,11574.44,24984.49,Clay,1749.05,62.39,75,Drought,1230.34,Low,2025-02-02
F00808,Sunita Khan,Assam,Lakhimpur,Maize,Summer,14.25,62.47,69.03,17036,822.15,11333.35,12949.91,Alluvial,1392.71,41.2,71,Dry,764.67,Medium,2024-04-03
F00809,Ramesh Joshi,Assam,Lakhimpur,Maize,Rabi,11.6,24.37,25.09,18290,675.35,11054.16,10802.57,Alluvial,3012.7,64.92,94,Dry,725.74,High,2025-08-29
F00810,Vikram Nair,Assam,Lakhimpur,Rice,Summer,5.14,24.74,24.64,23816,1411.73,11505.36,21387.16,Red,5625.43,97.55,67,Heavy Rainfall,1408.26,Low,2025-08-07
F00811,Praveen Naik,Assam,Lakhimpur,Wheat,Summer,6.35,16.77,15.56,21336,1124.42,11410.71,15545.06,Red,6562.28,112.29,74,Normal,1180.21,Medium,2024-07-13
F00812,Ramesh Patil,Assam,Majuli,Wheat,Rabi,1.02,4.01,3.75,18205,656.15,12045.6,13795.22,Black,6286.48,92.3,70,Heavy Rainfall,767.34,High,2025-02-20
F00813,Divya Yadav,Assam,Majuli,Rice,Rabi,7.98,46.97,52.44,18413,1216.5,12106.03,19392.12,Clay,3868.58,65.18,55,Dry,1443.22,Low,2024-05-06
F00814,Rajesh Nair,Assam,Majuli,Cotton,Rabi,9.55,14.98,13.38,64077,1274.97,12717.14,26109.62,Black,4195.2,102.81,69,Heavy Rainfall,1268.03,Low,2025-01-11
F00815,Ramesh Gupta,Assam,Majuli,Mango,Summer,7.66,72.85,63.24,79984,369.8,12448.4,8466.56,Laterite,1960.77,53.12,83,Drought,412.22,High,2024-09-05
F00816,Swati Gowda,Assam,Majuli,Cotton,Rabi,5.02,5.64,5.59,58654,599.88,10946.85,6932.81,Red,4422.41,82.08,82,Flood,589.5,High,2024-03-03
F00817,Suresh Gowda,Assam,Majuli,Potato,Summer,7.25,172.62,167.29,9291,536.04,11216.55,8198.31,Laterite,1262.22,83.44,94,Dry,621.53,Low,2025-04-29
F00818,Sunita Das,Assam,Majuli,Sugarcane,Kharif,1.47,105.76,116.73,4385,817.81,12106.72,10011.76,Sandy,1476.59,45.8,71,Drought,874.3,Medium,2024-08-23
F00819,Vikram Kaur,Assam,Majuli,Mango,Kharif,9.17,155.12,140.79,56301,1077.1,12268.5,20075.4,Black,2033.79,37.52,69,Normal,1025.14,High,2024-04-19
F00820,Kiran Verma,Assam,Majuli,Rice,Rabi,9.32,35.82,37.97,21867,685.21,11920.09,16206.44,Black,5179.36,63.63,88,Dry,797.02,Medium,2024-02-16
F00821,Shalini Verma,Assam,Majuli,Mango,Kharif,2.57,33.97,36.38,59287,658.54,11195.93,8370.37,Sandy,5663.76,113.18,76,Drought,736.5,High,2025-05-04
F00822,Swati Yadav,Assam,Morigaon,Mango,Summer,8.06,96.62,88.8,42369,993.38,11606.15,15629.75,Alluvial,4288.47,71.41,99,Dry,942.81,Low,2025-08-20
F00823,Sunita Gowda,Assam,Morigaon,Sugarcane,Rabi,9.74,766.31,843.89,3801,615.11,11036.67,10119.54,Alluvial,5329.5,113.96,69,Heavy Rainfall,611.67,High,2024-01-21
F00824,Deepak Naik,Assam,Morigaon,Maize,Kharif,3.1,13.69,11.7,16723,868.36,10638.68,18192.96,Clay,2123.25,58.72,58,Dry,862.17,High,2025-02-09
F00825,Swati Kumar,Assam,Morigaon,Potato,Rabi,3.43,53.88,58.57,11673,639.66,11306.04,7118.02,Clay,1818.75,103.69,56,Dry,657.15,High,2024-12-06
F00826,Shalini Kumar,Assam,Morigaon,Cotton,Summer,2.53,4.9,4.36,60442,1483.29,12269.68,26898.88,Sandy,1273.58,82.03,95,Heavy Rainfall,1543.05,Low,2025-07-09
F00827,Mahesh Singh,Assam,Morigaon,Rice,Rabi,10.3,39.64,36.56,22922,1275.13,12175.97,21121.08,Laterite,7932.39,37.06,65,Flood,1330.86,Low,2024-01-26
F00828,Pooja Nair,Assam,Morigaon,Maize,Rabi,14.69,45.87,50.75,18496,1006.88,11972.11,21175.28,Sandy,2069.54,81.99,89,Dry,969.39,High,2025-03-02
F00829,Praveen Singh,Assam,Morigaon,Mango,Rabi,2.16,38.68,33.67,56550,1105.82,10655.75,11238.45,Laterite,6678.98,88.24,80,Flood,1291.13,High,2024-05-03
F00830,Sunita Kaur,Assam,Morigaon,Rice,Kharif,6.94,30.65,35.23,21499,897.19,12487.9,11112.73,Sandy,5055.76,75.38,85,Dry,953.33,Medium,2025-09-25
F00831,Shalini Nair,Assam,Morigaon,Mango,Summer,11.06,100.79,106.95,67777,267.35,12916.12,3649.48,Alluvial,6939.28,39.59,61,Normal,279.79,Medium,2024-04-25
F00832,Divya Yadav,Assam,Morigaon,Wheat,Kharif,6.88,21.42,22.88,18180,179.77,12588.9,1803.82,Clay,6226.09,89.44,77,Drought,164.23,Medium,2025-09-01
F00833,Amit Reddy,Assam,Morigaon,Groundnut,Kharif,0.55,1.12,1.12,48946,1038.83,11238.02,11056.71,Sandy,6599.76,98.68,88,Dry,1024.11,Low,2024-10-04
F00834,Shalini Kaur,Assam,Nagaon,Banana,Summer,1.78,42.11,42.64,14103,1340.52,12198.37,27348.44,Laterite,6195.42,107.17,63,Flood,1565.54,High,2024-08-20
F00835,Pooja Bhatt,Assam,Nagaon,Maize,Rabi,14.07,59.66,55.28,15373,721.82,11091.52,16096.69,Clay,5623.43,76.39,70,Dry,841.24,High,2025-09-28
F00836,Shalini Kaur,Assam,Nagaon,Rice,Kharif,4.11,23.37,21.09,20220,516.13,12870.87,7945.35,Clay,5498.38,101.11,91,Drought,490.78,Low,2024-05-17
F00837,Rahul Gupta,Assam,Nagaon,Wheat,Summer,7.74,31.98,32.73,18075,468.07,10899.26,9921.34,Alluvial,3282.79,100.98,81,Heavy Rainfall,439.8,Medium,2024-01-11
F00838,Naveen Sharma,Assam,Nagaon,Wheat,Rabi,2.86,13.59,15.45,16696,213.96,11434.68,4688.27,Clay,7329.5,118.5,95,Normal,240.01,Low,2025-03-09
F00839,Arun Sharma,Assam,Nagaon,Cotton,Summer,2.54,5.93,6.25,56795,856.57,11009.06,14307.08,Black,3937.7,53.49,65,Drought,809.14,Low,2025-07-18
F00840,Aarti Naik,Assam,Nagaon,Maize,Rabi,1.12,4.38,5.02,15608,984.6,12141.01,13053.55,Black,7280.18,107.76,83,Heavy Rainfall,1164.07,Low,2025-03-25
F00841,Swati Patil,Assam,Nagaon,Banana,Summer,13.42,441.17,493.49,10524,392.95,12054.2,4730.76,Red,3144.3,43.38,83,Normal,467.4,Medium,2024-11-03
F00842,Aarti Kumar,Assam,Nagaon,Mango,Summer,6.04,64.93,65.73,69286,1356.76,11485.42,17350.66,Sandy,5137.15,113.74,70,Flood,1391.15,Low,2024-02-04
F00843,Swati Naik,Assam,Nagaon,Rice,Summer,11.4,44.1,44.44,24017,592.43,11280.92,12355.53,Laterite,6667.76,47.24,50,Heavy Rainfall,666.63,Low,2024-05-07
F00844,Kiran Khan,Assam,Nagaon,Rice,Rabi,10.91,40.88,37.0,23297,570.53,11687.35,12746.81,Black,7552.33,101.07,66,Drought,521.39,High,2025-02-22
F00845,Aarti Chaudhary,Assam,Nagaon,Mango,Rabi,14.41,143.02,161.9,70477,260.44,11128.61,5557.6,Alluvial,6057.26,47.69,63,Drought,303.95,Medium,2025-01-15
F00846,Praveen Singh,Assam,Nagaon,Mango,Summer,12.58,228.51,216.22,62264,729.05,12407.31,9474.49,Black,6652.22,97.77,77,Flood,679.63,Low,2024-09-14
F00847,Pooja Kaur,Assam,Nagaon,Mango,Kharif,13.33,111.73,118.59,69498,708.99,10983.91,14519.85,Clay,4795.74,55.49,97,Dry,753.58,Medium,2025-02-04
F00848,Suresh Bhatt,Assam,Nalbari,Maize,Rabi,2.11,7.74,7.15,15652,752.05,11811.33,16997.71,Black,2834.57,113.5,81,Heavy Rainfall,875.1,High,2024-09-25
F00849,Divya Verma,Assam,Nalbari,Mango,Summer,6.07,111.32,127.53,72448,978.1,11884.02,21429.97,Laterite,7046.78,36.7,64,Drought,1050.72,Low,2024-02-06
F00850,Vikram Sharma,Assam,Nalbari,Mango,Summer,13.45,181.38,161.57,48916,1304.59,11939.64,19033.62,Red,5508.95,80.2,86,Heavy Rainfall,1196.27,Low,2025-02-13
F00851,Deepak Yadav,Assam,Nalbari,Mango,Rabi,11.44,156.8,170.64,54497,612.24,12046.28,13373.32,Black,7861.7,34.46,71,Dry,708.47,Low,2024-11-08
F00852,Shalini Kaur,Assam,Nalbari,Wheat,Summer,9.08,24.14,23.66,18829,1206.06,10981.65,16713.64,Laterite,3031.33,34.47,50,Dry,1190.21,Low,2025-09-07
F00853,Amit Kaur,Assam,Nalbari,Rice,Summer,2.05,11.03,9.69,18022,356.8,10746.22,6131.25,Alluvial,4010.08,58.52,78,Dry,354.43,Medium,2024-11-04
F00854,Amit Nair,Assam,Nalbari,Banana,Kharif,2.15,47.13,45.04,10779,1011.95,12743.61,10356.88,Red,6972.39,119.2,92,Heavy Rainfall,997.89,High,2024-04-13
F00855,Swati Reddy,Assam,Nalbari,Mango,Summer,8.21,116.96,111.89,69658,1240.61,12507.14,30301.34,Clay,2746.27,32.16,83,Heavy Rainfall,1230.78,Low,2024-07-22
F00856,Amit Reddy,Assam,Nalbari,Rice,Kharif,11.49,48.53,48.68,18630,1417.44,12477.21,22392.93,Alluvial,5791.21,94.31,60,Flood,1339.81,Medium,2025-06-04
F00857,Sunita Bhatt,Assam,Nalbari,Mango,Kharif,0.73,11.34,11.93,47659,1481.05,11912.6,18458.29,Clay,5574.6,116.75,67,Heavy Rainfall,1422.81,High,2024-07-21
F00858,Amit Khan,Assam,Nalbari,Mango,Rabi,11.79,214.11,231.18,50818,1261.68,10782.25,13049.4,Laterite,3432.04,31.26,81,Dry,1226.87,High,2024-06-04
F00859,Rahul Naik,Assam,Nalbari,Sugarcane,Kharif,10.11,978.35,1102.45,4323,803.26,11196.36,14217.61,Black,7923.85,98.45,80,Heavy Rainfall,866.12,Low,2025-06-16
F00860,Ramesh Kaur,Assam,Nalbari,Tea,Rabi,5.51,17.85,19.52,97526,475.86,10921.56,5227.37,Clay,1687.22,102.01,63,Dry,525.43,High,2024-12-03
F00861,Praveen Nair,Assam,Sivasagar,Mango,Summer,4.18,63.29,66.19,49054,122.32,11472.07,2361.54,Clay,2267.15,32.08,72,Normal,145.85,Low,2024-07-26
F00862,Sunita Das,Assam,Sivasagar,Wheat,Rabi,4.78,13.79,14.23,16512,1498.4,11135.81,20226.04,Laterite,4978.82,56.95,61,Dry,1513.89,High,2025-06-25
F00863,Deepak Kaur,Assam,Sivasagar,Wheat,Rabi,3.28,9.67,8.24,18456,239.63,10665.3,2487.87,Sandy,5442.28,68.27,59,Flood,239.72,Medium,2024-06-10
F00864,Aarti Khan,Assam,Sivasagar,Groundnut,Summer,4.42,6.24,6.32,49456,1309.98,10936.28,22438.04,Sandy,4704.55,108.34,67,Flood,1509.91,Medium,2024-08-26
F00865,Praveen Kumar,Assam,Sivasagar,Sugarcane,Summer,6.94,431.71,377.77,4134,953.79,12943.71,12782.7,Clay,7160.9,64.56,71,Drought,1061.2,High,2024-02-28
F00866,Divya Kumar,Assam,Sivasagar,Mango,Kharif,13.77,272.6,262.85,64768,1151.82,11146.25,23844.4,Black,2784.86,34.32,72,Normal,1197.47,High,2024-09-26
F00867,Rajesh Gowda,Assam,Sivasagar,Mango,Rabi,3.1,38.29,36.88,78994,1379.53,12075.51,27229.29,Alluvial,7278.41,118.53,64,Drought,1557.29,High,2024-03-06
F00868,Sunita Patil,Assam,Sivasagar,Potato,Kharif,7.56,145.19,142.93,11652,1276.71,10856.32,28677.06,Red,4464.07,109.76,89,Flood,1441.46,Low,2025-02-10
F00869,Swati Sharma,Assam,Sivasagar,Rice,Summer,9.5,49.85,51.46,20770,302.35,11132.07,7379.91,Alluvial,1545.74,67.01,94,Normal,347.39,Medium,2025-09-03
F00870,Kiran Khan,Assam,Sivasagar,Maize,Summer,4.05,13.48,15.41,15818,421.9,11818.69,6357.62,Laterite,5850.39,111.46,60,Drought,472.45,High,2024-11-16
F00871,Sunita Kumar,Assam,Sivasagar,Mango,Kharif,5.29,100.6,100.59,73993,1455.39,11796.18,15358.92,Laterite,7881.36,105.07,99,Flood,1584.71,High,2025-08-17
F00872,Shalini Gowda,Assam,Sivasagar,Groundnut,Summer,8.54,11.0,9.88,46109,353.62,12154.4,8443.59,Black,4465.83,35.64,84,Dry,359.11,Medium,2025-05-08
F00873,Rahul Khan,Assam,Sivasagar,Mango,Summer,4.25,63.22,67.43,46391,390.55,11046.02,7993.68,Laterite,5066.62,39.72,83,Normal,466.81,Low,2025-06-22
F00874,Rajesh Das,Assam,Sivasagar,Wheat,Kharif,13.24,50.54,56.89,16232,432.53,11611.4,8870.02,Sandy,7225.97,65.36,94,Drought,450.95,Medium,2024-03-27
F00875,Swati Khan,Assam,Sivasagar,Rice,Rabi,4.95,28.55,28.99,24561,468.77,11586.82,7546.83,Black,7944.7,48.92,57,Dry,555.7,Low,2024-07-06
F00876,Deepak Gowda,Assam,Sonitpur,Mango,Rabi,9.38,139.39,130.78,40624,1001.0,10657.45,24400.67,Alluvial,5842.35,47.12,89,Heavy Rainfall,1131.12,Low,2024-05-05
F00877,Rajesh Das,Assam,Sonitpur,Wheat,Rabi,7.66,35.29,39.17,18138,1402.69,11731.34,28031.45,Alluvial,1129.11,114.02,54,Flood,1593.15,High,2024-04-29
F00878,Suresh Nair,Assam,Sonitpur,Banana,Summer,6.9,172.14,160.48,13500,532.19,11600.6,5513.24,Black,6744.66,44.15,68,Drought,483.41,Medium,2024-01-29
F00879,Suresh Gupta,Assam,Sonitpur,Mango,Kharif,11.02,129.03,120.4,74607,514.97,11139.0,10069.37,Sandy,5614.28,118.09,90,Normal,483.76,Low,2024-04-29
F00880,Pooja Sharma,Assam,Sonitpur,Maize,Kharif,1.55,6.71,7.55,18235,1313.03,12647.09,18763.82,Red,2762.39,92.44,55,Heavy Rainfall,1447.24,High,2025-04-19
F00881,Kiran Chaudhary,Assam,Sonitpur,Sugarcane,Rabi,9.22,890.15,765.29,3608,819.88,11959.33,16762.78,Alluvial,7931.95,79.28,81,Heavy Rainfall,976.23,High,2024-05-21
F00882,Vikram Gowda,Assam,Sonitpur,Sugarcane,Kharif,7.5,556.74,523.88,4637,1059.0,12444.78,13229.35,Sandy,3421.63,99.69,83,Heavy Rainfall,1159.49,Medium,2024-03-10
F00883,Naveen Singh,Assam,Sonitpur,Mango,Summer,1.0,10.69,9.95,40513,1423.22,12780.18,17241.67,Sandy,3825.52,31.88,99,Drought,1496.0,Medium,2024-04-11
F00884,Aarti Nair,Assam,Sonitpur,Wheat,Rabi,11.51,51.2,56.38,19965,879.27,11819.5,14132.93,Sandy,6085.26,55.26,61,Heavy Rainfall,855.83,Low,2025-05-10
F00885,Pooja Khan,Assam,Sonitpur,Mango,Summer,6.88,101.68,95.92,48811,307.04,11453.48,4275.06,Black,2878.0,106.71,92,Drought,315.14,Medium,2024-12-09
F00886,Kiran Kumar,Assam,Sonitpur,Potato,Summer,5.58,68.42,71.51,10689,1180.13,11341.66,23282.89,Laterite,3901.34,44.31,71,Dry,1106.68,Medium,2024-12-31
F00887,Vikram Das,Assam,Sonitpur,Wheat,Kharif,11.65,32.8,32.56,21481,1375.4,11972.52,17929.75,Sandy,7417.33,47.89,73,Flood,1417.58,High,2024-05-27
F00888,Ramesh Nair,Assam,South Salmara-Mankachar,Rice,Kharif,11.91,52.42,59.44,19427,232.41,11605.68,3396.81,Red,2852.98,99.14,51,Flood,275.14,Medium,2025-03-16
F00889,Praveen Patil,Assam,South Salmara-Mankachar,Rice,Rabi,9.66,31.89,34.1,24184,906.15,11945.65,12523.76,Red,2513.73,97.99,88,Drought,1046.98,Medium,2025-09-28
F00890,Praveen Kumar,Assam,South Salmara-Mankachar,Maize,Rabi,9.75,42.37,45.98,15722,473.45,11688.77,7705.68,Black,5156.87,118.92,93,Flood,490.35,Low,2024-02-17
F00891,Vikram Yadav,Assam,South Salmara-Mankachar,Sugarcane,Kharif,14.61,1146.88,1224.12,3833,561.36,11807.14,12009.75,Clay,1783.36,71.07,94,Heavy Rainfall,650.75,Low,2024-06-16
F00892,Mahesh Chaudhary,Assam,South Salmara-Mankachar,Mango,Summer,2.84,55.76,63.71,56271,247.87,11667.62,5351.94,Black,2932.54,118.07,88,Flood,231.76,Medium,2024-06-17
F00893,Arun Naik,Assam,South Salmara-Mankachar,Banana,Kharif,14.25,493.05,440.1,11346,122.81,11365.56,2283.32,Clay,7497.13,38.76,80,Normal,123.24,Low,2024-07-31
F00894,Mahesh Bhatt,Assam,South Salmara-Mankachar,Banana,Rabi,9.33,233.39,227.95,11459,1214.61,12860.37,14793.93,Sandy,4409.82,42.72,59,Dry,1445.39,Low,2025-02-28
F00895,Rajesh Kumar,Assam,South Salmara-Mankachar,Rice,Kharif,3.21,18.79,21.5,24497,173.79,11520.26,2740.14,Red,4160.67,89.56,69,Dry,165.57,Medium,2024-10-27
F00896,Vikram Naik,Assam,South Salmara-Mankachar,Mango,Rabi,14.95,221.64,223.28,79460,781.12,11392.04,18711.4,Red,5028.6,88.21,73,Drought,920.56,Medium,2024-02-07
F00897,Amit Reddy,Assam,South Salmara-Mankachar,Banana,Summer,3.56,101.39,114.45,13234,1262.08,12959.9,12816.23,Red,1650.13,77.87,51,Normal,1498.37,High,2024-01-13
F00898,Shalini Gupta,Assam,Tinsukia,Rice,Summer,13.85,68.63,65.17,22059,863.2,10999.36,19453.51,Red,3297.35,113.14,56,Flood,958.75,Medium,2024-08-25
F00899,Praveen Yadav,Assam,Tinsukia,Mango,Rabi,9.7,175.78,167.33,61960,401.63,12827.3,9580.8,Red,3955.48,81.29,90,Heavy Rainfall,406.01,High,2024-12-02
F00900,Ramesh Reddy,Assam,Tinsukia,Potato,Kharif,13.81,323.76,292.01,8839,1225.61,12244.85,15948.44,Clay,5081.49,61.63,93,Drought,1303.21,High,2025-07-18
F00901,Swati Khan,Assam,Tinsukia,Wheat,Kharif,6.8,17.86,16.81,18603,394.28,11936.7,5716.54,Black,2080.2,51.37,93,Dry,446.74,Medium,2024-03-02
F00902,Pooja Bhatt,Assam,Tinsukia,Sugarcane,Summer,3.08,207.21,222.07,3711,877.87,12728.88,13248.66,Black,4906.44,57.08,46,Flood,844.42,High,2024-12-01
F00903,Rajesh Khan,Assam,Tinsukia,Rice,Rabi,3.39,15.05,14.09,22270,1100.38,12754.16,16094.47,Laterite,7206.69,115.08,68,Heavy Rainfall,1091.21,Low,2024-11-05
F00904,Kiran Gowda,Assam,Tinsukia,Sugarcane,Summer,11.27,797.1,895.05,3454,1327.74,12506.06,23860.11,Red,5897.73,77.77,86,Heavy Rainfall,1573.46,Medium,2024-03-31
F00905,Naveen Joshi,Assam,Tinsukia,Mango,Kharif,2.58,51.46,48.91,79119,1163.08,10773.66,27232.95,Sandy,7501.08,88.14,69,Drought,1117.49,High,2024-06-29
F00906,Suresh Naik,Assam,Tinsukia,Rice,Rabi,0.52,2.41,2.49,20833,404.95,12444.12,5925.47,Red,7058.21,115.47,77,Dry,429.29,Medium,2025-09-09
F00907,Aarti Sharma,Assam,Tinsukia,Mango,Summer,10.6,150.06,158.26,75985,1294.3,10770.64,18339.45,Red,6244.06,60.12,93,Drought,1328.37,Low,2024-12-06
F00908,Rahul Naik,Assam,Tinsukia,Mango,Kharif,10.14,105.71,108.66,71835,1462.28,10871.62,32330.24,Sandy,4296.96,111.31,83,Normal,1646.69,Low,2025-05-05
F00909,Ramesh Das,Assam,Tinsukia,Rice,Kharif,13.05,74.87,71.32,24655,450.16,11402.33,6697.39,Laterite,7021.1,45.45,79,Flood,481.57,High,2025-03-25
F00910,Swati Joshi,Assam,Tinsukia,Maize,Summer,7.25,29.54,33.07,15661,137.09,11580.69,1390.94,Sandy,3389.0,61.45,54,Drought,130.3,Low,2025-01-25
F00911,Shalini Das,Assam,Udalguri,Cotton,Summer,9.58,21.51,23.29,63528,1376.36,12635.5,31721.83,Red,7971.53,36.7,79,Dry,1552.36,Low,2025-02-20
F00912,Swati Patil,Assam,Udalguri,Maize,Kharif,6.52,14.36,15.52,18437,831.59,11327.88,20562.54,Clay,2559.87,118.5,49,Drought,815.01,Medium,2025-07-19
F00913,Amit Yadav,Assam,Udalguri,Mango,Summer,5.28,46.69,50.26,40670,1469.4,10876.76,32765.23,Sandy,5046.82,80.74,67,Heavy Rainfall,1347.15,High,2024-12-02
F00914,Mahesh Yadav,Assam,Udalguri,Sugarcane,Rabi,4.75,387.57,377.58,4749,382.75,10836.6,8917.65,Clay,4144.12,79.78,67,Drought,400.67,Medium,2024-01-16
F00915,Sunita Bhatt,Assam,Udalguri,Banana,Summer,6.87,235.82,264.68,12670,1015.03,11354.64,13983.56,Alluvial,1547.12,100.93,76,Heavy Rainfall,1212.2,High,2024-01-25
F00916,Naveen Chaudhary,Assam,Udalguri,Mango,Summer,10.92,190.94,202.61,78988,324.07,12759.22,6124.21,Red,1428.13,61.58,64,Normal,378.0,Medium,2024-03-19
F00917,Ramesh Yadav,Assam,Udalguri,Mango,Kharif,2.57,36.38,40.49,65365,786.05,12047.67,18421.79,Alluvial,5554.8,76.9,78,Dry,735.87,High,2025-05-22
F00918,Mahesh Verma,Assam,West Karbi Anglong,Sugarcane,Kharif,13.29,1186.89,1340.7,4793,371.43,12780.37,7014.44,Clay,6681.07,105.26,73,Flood,392.01,Medium,2024-12-26
F00919,Sunita Gowda,Assam,West Karbi Anglong,Wheat,Summer,5.5,26.31,28.09,16531,1275.28,12640.58,23902.07,Clay,4832.3,107.66,73,Dry,1456.09,Low,2024-03-11
F00920,Aarti Patil,Assam,West Karbi Anglong,Wheat,Kharif,0.95,4.45,4.25,18130,890.2,11065.74,18369.94,Clay,1130.65,53.62,56,Normal,833.01,Low,2025-05-15
